Handle, BlitzRating, BlitzRD, BlitzWon, BlitzLost, BlitzDrawn, BlitzTotal
AndyTML, 940, 45.0, 550, 553, 31, 1134
AndyYuk, 963, 73.5, 454, 652, 43, 1149
AndyZCanada, 760, 62.6, 8, 71, 1, 80
anegorov, 1148, 70.5, 943, 1149, 55, 2147
anerww, 1399, 33.8, 901, 594, 73, 1568
anesh, 1042, 34.7, 135, 331, 10, 476
Anfearmorlaidir, 1264, 21.5, 792, 799, 43, 1634
anfercol, 911, 46.8, 271, 685, 19, 975
AngelAzteca, 1583, 46.3, 624, 540, 48, 1212
Angelique, 1716, 27.1, 2148, 1984, 333, 4465
angelofausto, 1431, 56.7, 1155, 810, 107, 2072
angeltwo, 1342, 18.8, 6948, 4707, 346, 12001
Anglachel, 1405, 37.9, 1307, 824, 144, 2275
anglosachsen, 1126, 31.6, 1574, 2545, 101, 4220
Angreif, 1441, 327.2, 0, 0, 1, 1
ANGRIF, 1113, 43.4, 882, 1358, 100, 2340
angryCanadian, 1121, 26.7, 2878, 3943, 287, 7108
angusaki, 1125, 37.9, 1531, 1647, 52, 3230
anibalito, 1497, 51.0, 6636, 3755, 512, 10903
anicee, 1403, 98.6, 2, 35, 2, 39
aniceto, 1212, 94.7, 33, 40, 3, 76
Aniello, 1503, 43.8, 405, 210, 43, 658
aniket, 1067, 67.3, 223, 600, 20, 843
anild, 1086, 94.0, 113, 148, 9, 270
animals, 1337, 48.9, 101, 105, 10, 216
animalsRpeopletoo, 1668, 42.5, 2037, 1201, 170, 3408
anishm, 1376, 40.3, 3274, 2849, 294, 6417
anithen, 1018, 73.1, 115, 294, 5, 414
ankhra, 1066, 33.9, 717, 1298, 166, 2181
ankitjain, 1135, 26.0, 939, 2060, 42, 3041
ankitvish, 1072, 100.1, 83, 161, 6, 250
ankurgupta, 878, 92.9, 5, 18, 0, 23
anle, 1238, 101.8, 1557, 1500, 106, 3163
ANLewis, 928, 109.5, 19, 39, 2, 60
anmzovitsch, 887, 34.7, 331, 657, 12, 1000
Anna, 1326, 122.2, 2529, 5888, 261, 8678
AnnaMariaT, 1600, 131.3, 1643, 869, 232, 2744
Annie, 1241, 135.5, 2996, 3840, 217, 7053
AnnieK, 1473, 27.2, 6077, 3428, 391, 9896
AnnieMc, 1314, 25.7, 1689, 1412, 134, 3235
annjo, 1394, 38.3, 554, 413, 25, 992
anonymousking, 1561, 24.7, 933, 947, 111, 1991
ANONYMOUSqqqq, 1447, 137.8, 14, 4, 0, 18
anordinaryguy, 1348, 65.1, 956, 707, 73, 1736
anosemememasen, 1232, 42.6, 139, 229, 9, 377
anotherError, 2017, 134.5, 9893, 7500, 1097, 18490
anothername, 1501, 84.4, 3981, 2281, 309, 6571
anotherWay, 1379, 23.3, 15929, 12020, 1090, 29039
Anselmus, 1234, 34.2, 6936, 5529, 297, 12762
anssibalk, 1504, 59.3, 217, 205, 8, 430
Antaj, 1518, 29.4, 343, 182, 11, 536
AntarcticaMan, 1860, 42.4, 1327, 843, 80, 2250
AntaresTSM, 1826, 29.2, 1407, 1755, 213, 3375
antc, 1055, 49.2, 1020, 1850, 132, 3002
antdark, 994, 57.8, 35, 74, 6, 115
anteeks, 1392, 28.7, 537, 732, 46, 1315
anterdabbous, 1190, 108.1, 7, 11, 2, 20
AnthonyBlake, 1371, 46.0, 229, 152, 10, 391
AnthonyNussbaum, 1124, 97.9, 1974, 2972, 114, 5060
anthonypete, 1324, 55.2, 153, 208, 10, 371
anthropositor, 1056, 114.6, 3305, 2616, 206, 6127
AntiCCP, 1759, 99.8, 223, 190, 7, 420
AnticIBM, 1785, 20.7, 3136, 3606, 365, 7107
antimony, 1821, 34.5, 4931, 2746, 582, 8259
antione, 880, 141.6, 12, 41, 0, 53
antizwi, 1788, 29.1, 3225, 1777, 191, 5193
AntKa, 1289, 30.1, 558, 561, 92, 1211
AntonFlo, 1659, 23.7, 6113, 3307, 288, 9708
antoni, 1961, 36.6, 21580, 14787, 2445, 38812
AntoninDvorak, 1659, 63.2, 2583, 1945, 411, 4939
antoninoy, 1446, 32.3, 124, 118, 13, 255
AntonioCAS, 1229, 69.8, 151, 169, 20, 340
AntonioDe, 881, 47.3, 532, 1654, 34, 2220
antoniolorenzo, 1161, 154.7, 8, 12, 1, 21
Antonioni, 1290, 94.1, 1499, 710, 147, 2356
AntonioZ, 1313, 58.3, 2230, 2124, 153, 4507
antonmarin, 1497, 50.4, 1530, 1093, 69, 2692
AntonSup, 1026, 66.8, 278, 413, 13, 704
AntonusBlock, 1252, 62.1, 1587, 2057, 133, 3777
antonymous, 1527, 33.0, 2962, 2712, 202, 5876
antoon, 1397, 32.7, 8652, 9129, 876, 18657
Anupam, 1314, 43.3, 6452, 8334, 751, 15537
anush, 769, 78.4, 85, 184, 6, 275
anwarsadique, 1148, 39.1, 652, 971, 27, 1650
AnyaVexler, 1698, 104.4, 125, 53, 12, 190
aoea, 1289, 71.7, 105, 174, 10, 289
apariciogera, 1310, 106.8, 133, 72, 6, 211
apdccie, 1110, 131.4, 351, 293, 20, 664
APe, 1656, 30.3, 2687, 1418, 237, 4342
apexrtx, 1101, 350.0, 0, 1, 0, 1
APickedHandle, 1408, 31.4, 6102, 6578, 386, 13066
apil, 1164, 27.4, 1522, 1969, 78, 3569
apinheiro, 1130, 38.5, 4041, 4675, 385, 9101
apitka, 1887, 25.2, 4123, 3828, 306, 8257
aplchess, 1173, 30.2, 484, 273, 12, 769
Aplomb, 1516, 66.9, 301, 302, 30, 633
APOCALIIPSE, 1284, 49.7, 491, 579, 35, 1105
apollobikeboy, 870, 43.8, 115, 256, 4, 375
apollolune, 1712, 29.4, 2108, 2062, 117, 4287
apollosaturnv, 1240, 30.4, 1062, 1329, 30, 2421
apostolospal, 1393, 55.9, 1003, 884, 106, 1993
apoteosi, 1512, 35.8, 1598, 1301, 103, 3002
AppianHill, 1461, 73.0, 2500, 1940, 105, 4545
applejacks, 1260, 63.1, 5850, 5135, 630, 11615
Applesinych, 1558, 43.3, 11841, 8487, 660, 20988
Apprendista, 1422, 62.8, 5564, 5027, 568, 11159
Apprenti, 1452, 63.5, 9068, 9102, 625, 18795
aprajita, 1488, 62.2, 129, 153, 10, 292
Apsara, 1569, 273.0, 0, 1, 0, 1
apudooo, 1476, 58.1, 20807, 18708, 2082, 41597
Apurba, 864, 88.1, 18, 96, 1, 115
aputtu, 1284, 59.3, 3362, 4890, 305, 8557
aqeel, 1108, 69.7, 242, 487, 15, 744
aquadawg, 1071, 65.4, 3397, 5503, 167, 9067
AquarianKnight, 1248, 86.1, 148, 285, 13, 446
aqwest, 1402, 30.6, 5102, 3154, 372, 8628
arabianmate, 1822, 48.5, 1550, 1284, 85, 2919
arabplayer, 1242, 59.4, 468, 564, 27, 1059
Arachnoid, 1858, 62.5, 2486, 757, 70, 3313
Aramen, 1380, 134.5, 1013, 540, 53, 1606
AramuMuru, 1696, 37.5, 9646, 5375, 427, 15448
Aran, 1977, 68.1, 1415, 1032, 211, 2658
arathor, 1671, 95.6, 3809, 1540, 219, 5568
Araujone, 1631, 67.0, 746, 856, 67, 1669
aravind, 1787, 145.1, 1505, 790, 131, 2426
arbeiter, 1480, 50.4, 490, 351, 21, 862
arbhs, 1288, 179.8, 48, 165, 1, 214
arbitguy, 1628, 51.5, 1085, 900, 111, 2096
Arcadios, 1500, 68.5, 114, 77, 5, 196
ArcaneWarrior, 1474, 131.4, 301, 258, 31, 590
arcelt, 982, 43.9, 238, 268, 5, 511
Arcetri, 1398, 35.5, 6516, 7181, 495, 14192
arceuslee, 951, 62.4, 35, 128, 2, 165
ArchCN, 1564, 74.4, 61, 50, 2, 113
ArchDoom, 918, 33.6, 581, 774, 23, 1378
Archivarix, 1823, 27.5, 284, 165, 56, 505
archrulz, 1289, 43.9, 273, 313, 24, 610
archship, 1121, 153.6, 244, 215, 26, 485
arconova, 929, 39.3, 243, 804, 25, 1072
arcranger, 1150, 30.5, 3337, 3473, 242, 7052
Arctus, 1589, 87.1, 472, 205, 44, 721
ardiat, 1506, 37.0, 7200, 15817, 481, 23498
areksuroboyo, 1209, 115.9, 992, 1133, 50, 2175
Ares, 2009, 137.9, 2660, 2358, 323, 5341
AreWeThereYet, 1344, 36.1, 1326, 753, 99, 2178
Argentinium, 1589, 42.1, 265, 216, 16, 497
arggy, 1391, 135.7, 1725, 1726, 236, 3687
Argiem, 1043, 52.8, 198, 331, 28, 557
argol, 1473, 40.4, 1223, 1464, 139, 2826
arha, 1749, 54.5, 376, 576, 60, 1012
Aribas, 1368, 109.0, 285, 286, 24, 595
arickjay, 726, 126.5, 28, 82, 2, 112
arifN, 1434, 47.2, 1169, 1165, 81, 2415
arikokopa, 1301, 100.1, 896, 1390, 78, 2364
Arilazuardi, 1274, 116.2, 8, 8, 0, 16
arinov, 803, 34.5, 59, 174, 3, 236
Aritz, 1713, 58.8, 226, 230, 27, 483
arivaca, 1309, 38.9, 1831, 1482, 251, 3564
ariver, 1239, 81.1, 138, 132, 6, 276
arju, 1630, 32.3, 4367, 6207, 392, 10966
Arjusa, 1206, 35.8, 1298, 1846, 105, 3249
arjvul, 1564, 74.0, 3612, 2707, 291, 6610
ArkadyG, 1075, 37.9, 538, 1088, 66, 1692
ARKjoe, 1458, 59.4, 673, 770, 71, 1514
arkmaster, 1422, 39.4, 767, 582, 30, 1379
Arknard, 1189, 38.5, 1479, 1620, 65, 3164
arlekin, 1145, 64.2, 510, 423, 25, 958
arlenesroy, 1210, 33.6, 3391, 2874, 473, 6738
arlequim, 1605, 78.8, 125, 211, 12, 348
Armann, 1157, 35.4, 741, 1133, 87, 1961
armasar, 1238, 114.2, 1524, 1641, 76, 3241
Armatang, 1966, 37.1, 1269, 993, 124, 2386
armeniaca, 1452, 26.6, 1471, 1853, 187, 3511
Armeniansthebest, 1001, 29.4, 738, 1939, 57, 2734
Armoiraglatz, 1235, 42.6, 4081, 3851, 222, 8154
armyfanatic, 1211, 123.9, 8, 16, 0, 24
arnald, 1136, 203.6, 0, 4, 0, 4
Arnaque, 2091, 146.8, 1555, 1296, 246, 3097
arnealfreda, 1288, 46.2, 1667, 2872, 239, 4778
arnelgwapo, 1570, 46.4, 185, 124, 15, 324
ArnoldDueUno, 1320, 38.4, 1258, 1064, 96, 2418
Arnoldus, 720, 147.1, 16, 99, 1, 116
Arpej, 1553, 28.0, 7695, 8513, 551, 16759
Arphaxad, 1328, 28.3, 5257, 5768, 268, 11293
arpii, 1059, 107.6, 984, 817, 45, 1846
ARPunk, 1084, 50.8, 33, 45, 4, 82
ArrogantFrenchman, 1359, 35.3, 471, 795, 53, 1319
Arrrrrrr, 1732, 67.5, 398, 142, 16, 556
arseri, 881, 91.7, 374, 1020, 5, 1399
arsujoc, 1402, 131.3, 200, 98, 12, 310
artbkv, 1450, 144.7, 4, 4, 0, 8
arteagov, 1449, 28.3, 2079, 2197, 261, 4537
Artekk, 1411, 121.5, 179, 128, 11, 318
arterII, 1325, 33.7, 1712, 1728, 147, 3587
Artes, 1313, 87.0, 222, 176, 9, 407
artground, 1269, 28.7, 1545, 1564, 168, 3277
ArthurSc, 1543, 96.2, 160, 213, 4, 377
arthzu, 1663, 31.8, 3039, 3362, 336, 6737
Artifook, 1552, 27.8, 8998, 13611, 897, 23506
artismypassion, 1238, 287.6, 4, 2, 1, 7
Artist, 1344, 17.2, 6990, 7415, 788, 15193
ArtofFear, 1050, 39.2, 59, 128, 13, 200
ArtofGrob, 1246, 112.8, 1025, 1422, 47, 2494
Artolas, 1525, 31.8, 177, 109, 15, 301
ArtSmart, 1193, 26.2, 3675, 4612, 487, 8774
ArturoToscanini, 2435, 269.1, 1760, 2459, 319, 4538
ArtVandelayCO, 1592, 24.4, 3883, 3241, 530, 7654
arulchess, 1324, 83.2, 58, 208, 5, 271
arunj, 1258, 40.0, 813, 1513, 145, 2471
arusha, 2014, 111.9, 4471, 2671, 235, 7377
Arut, 1439, 33.7, 4083, 4798, 540, 9421
arvie, 2047, 31.8, 9820, 4345, 1024, 15189
asaadref, 1724, 241.1, 2, 1, 0, 3
Asafs, 1449, 47.2, 7078, 6957, 536, 14571
asalman, 1643, 85.8, 12244, 13879, 1154, 27277
AsalSaja, 1644, 37.5, 541, 538, 26, 1105
Asbest, 1549, 170.1, 13, 6, 0, 19
ASchreiber, 1178, 68.8, 2708, 3673, 197, 6578
asciiman, 1456, 29.4, 12687, 10503, 914, 24104
asdfgqwerty, 786, 62.6, 35, 153, 1, 189
ASFCHESS, 1135, 49.2, 2980, 4022, 233, 7235
ashania, 1104, 27.8, 301, 305, 21, 627
ashewo, 1344, 34.6, 3893, 3588, 159, 7640
ashishapathak, 1001, 65.7, 200, 478, 16, 694
ashvenky, 868, 155.6, 0, 11, 0, 11
ashwinmn, 879, 190.2, 12, 56, 1, 69
Ashy, 1546, 27.9, 4856, 5601, 509, 10966
asig, 1261, 58.9, 428, 359, 24, 811
asilah, 812, 109.5, 83, 218, 4, 305
aslaa, 1573, 26.2, 1588, 774, 127, 2489
asmena, 1242, 25.1, 8064, 15877, 1051, 24992
asmmkhnaa, 1274, 87.1, 48, 33, 0, 81
asmro, 1193, 22.9, 5385, 7935, 399, 13719
asmsk, 1351, 129.1, 1771, 2020, 131, 3922
asomchess, 1464, 78.2, 234, 203, 16, 453
AsoneW, 837, 123.7, 40, 121, 0, 161
Asparuh, 1563, 230.6, 1, 2, 0, 3
asregmi, 1040, 58.8, 213, 327, 20, 560
assasincreed, 1678, 20.4, 612, 485, 63, 1160
AssemblagePoint, 870, 95.0, 260, 583, 20, 863
astalaveesta, 1196, 34.2, 5329, 11810, 473, 17612
astanapan, 1432, 273.4, 2, 1, 0, 3
asteier, 884, 30.4, 599, 627, 32, 1258
AStein, 1046, 126.8, 341, 401, 24, 766
astello, 2085, 31.1, 1288, 806, 88, 2182
astrida, 1157, 117.4, 43, 45, 2, 90
astrocyte, 1048, 72.8, 146, 272, 7, 425
Astronomas, 1005, 107.6, 155, 232, 10, 397
Astronominoff, 1585, 90.6, 8780, 8835, 436, 18051
AstroUltraMan, 1218, 39.6, 1717, 2143, 33, 3893
asturia, 1301, 188.5, 49, 50, 3, 102
asucampus, 1419, 60.0, 620, 457, 49, 1126
AsuraPriest, 1315, 307.2, 0, 1, 0, 1
asxetos, 1457, 29.1, 17797, 11446, 1009, 30252
Atalaia, 1649, 47.5, 902, 953, 83, 1938
atanasios, 1858, 31.9, 1110, 1167, 209, 2486
Ataraxi, 1269, 119.4, 2223, 3027, 181, 5431
atataro, 1491, 69.1, 295, 266, 47, 608
ateapotist, 1438, 80.2, 730, 522, 33, 1285
atenuador, 1204, 88.9, 64, 80, 4, 148
ATG, 1605, 218.8, 876, 430, 51, 1357
Athenshuff, 1090, 115.0, 111, 160, 8, 279
athosdelafere, 1188, 43.5, 149, 267, 8, 424
Athoury, 1384, 59.1, 212, 331, 21, 564
aththemaniac, 1282, 25.7, 4287, 2885, 308, 7480
Atlantamaster, 1162, 50.8, 75, 76, 2, 153
atlantida, 1565, 85.1, 437, 128, 31, 596
atlasok, 2028, 75.0, 2032, 1009, 115, 3156
atlaw, 1739, 62.4, 6741, 6205, 910, 13856
ATLO, 1225, 24.5, 1755, 2681, 284, 4720
atomm, 1452, 92.2, 839, 807, 99, 1745
atripp, 1356, 108.6, 723, 592, 47, 1362
attackpawn, 1087, 59.3, 1780, 1257, 79, 3116
attero, 1485, 125.9, 22, 17, 1, 40
attiba, 1189, 87.1, 304, 332, 16, 652
AttilaTheHun, 1530, 39.2, 3744, 2987, 318, 7049
atxshotcaller, 1332, 36.3, 292, 435, 15, 742
atyb, 1384, 45.0, 2662, 2244, 202, 5108
Atyeo, 1225, 62.4, 601, 423, 54, 1078
Atzematze, 1470, 27.0, 1314, 852, 58, 2224
aubisque, 1222, 34.5, 406, 370, 29, 805
Audax, 1487, 36.9, 4257, 3210, 292, 7759
audsyn, 1085, 81.8, 50, 65, 7, 122
auenbear, 1145, 42.4, 954, 1326, 52, 2332
aufdermaur, 1135, 84.7, 128, 105, 4, 237
augmented, 852, 137.9, 3, 17, 0, 20
AugustSunshine, 892, 80.3, 52, 189, 4, 245
Aul, 1123, 82.3, 382, 394, 17, 793
auntiegene, 1093, 43.7, 535, 596, 44, 1175
AuntyRuth, 1059, 36.0, 2727, 2559, 118, 5404
AureA, 669, 198.1, 0, 8, 1, 9
AurobindoMira, 1250, 36.2, 145, 235, 20, 400
ausiuguk, 1141, 64.8, 449, 523, 24, 996
AusSauce, 1098, 64.6, 125, 208, 7, 340
aussenschnapp, 1583, 23.5, 557, 377, 37, 971
aussiemickyc, 817, 108.1, 183, 811, 20, 1014
austachess, 1118, 180.3, 3, 13, 0, 16
austinjord, 1648, 31.8, 2956, 2830, 236, 6022
AuthurianKnight, 1441, 126.4, 2, 20, 1, 23
autocadpower, 983, 54.4, 48, 172, 2, 222
AutomaticWeezy, 1551, 61.6, 4960, 4120, 354, 9434
avalp, 1699, 30.3, 4394, 6552, 498, 11444
avanazhi, 1461, 79.4, 32, 23, 2, 57
avandria, 1131, 61.5, 40, 37, 1, 78
avashah, 1441, 27.1, 4542, 3826, 233, 8601
avatarbbb, 1699, 30.7, 2332, 1471, 108, 3911
AVCC, 1915, 62.8, 355, 171, 15, 541
Avertigo, 1929, 79.9, 11537, 9204, 1152, 21893
AVGLLL, 1086, 81.4, 664, 924, 58, 1646
avguste, 1364, 298.6, 0, 1, 0, 1
avgwhtboy, 1198, 32.2, 1320, 1562, 47, 2929
avigiljr, 695, 124.3, 26, 101, 1, 128
avmode, 1140, 55.3, 222, 230, 20, 472
avocadox, 1740, 350.0, 1, 0, 0, 1
avodroc, 1627, 82.4, 598, 693, 53, 1344
Avongaurde, 1685, 85.5, 857, 1093, 57, 2007
Avorio, 1528, 35.1, 3929, 2066, 349, 6344
avrsteve, 1072, 128.0, 1, 14, 0, 15
Avstral, 1523, 153.5, 14, 15, 5, 34
avweije, 1616, 122.8, 7857, 5478, 702, 14037
awadsageralroba, 783, 37.1, 88, 391, 6, 485
awards, 1743, 26.2, 1004, 1235, 90, 2329
awayjudith, 1223, 57.3, 327, 400, 15, 742
AWidowMaker, 1742, 156.3, 496, 355, 56, 907
Axe, 1684, 20.6, 23865, 17549, 2396, 43810
axelina, 852, 230.8, 807, 754, 61, 1622
axelr, 1510, 27.9, 4039, 4339, 607, 8985
axetil, 1790, 97.3, 1613, 811, 74, 2498
AXLJOSH, 1486, 52.9, 1957, 1733, 254, 3944
axlr, 1060, 57.2, 1860, 2772, 323, 4955
axn, 1781, 123.8, 1920, 2126, 309, 4355
AXTbIPKA, 1434, 25.8, 7371, 3560, 406, 11337
ayatolaroknrola, 1172, 25.0, 3092, 5593, 441, 9126
aygunozy, 1585, 128.6, 680, 1068, 97, 1845
ayi, 1364, 24.4, 14478, 16241, 1028, 31747
ayinky, 1755, 27.5, 11701, 2820, 351, 14872
ayjara, 1027, 143.4, 52, 59, 1, 112
aymmd, 1272, 79.3, 21, 74, 1, 96
ayorius, 783, 128.3, 48, 130, 0, 178
ayushu, 938, 130.5, 28, 52, 1, 81
ayze, 1105, 41.5, 478, 1298, 68, 1844
Aza, 1826, 40.7, 5894, 4520, 550, 10964
azd, 1540, 31.9, 10265, 8578, 1172, 20015
azonips, 1583, 32.1, 2428, 3220, 287, 5935
azriel, 1640, 55.0, 3425, 1743, 197, 5365
AztecEagle, 1455, 39.1, 6046, 4427, 297, 10770
Azterix, 1226, 102.2, 64, 35, 5, 104
aztkbrown, 1143, 32.4, 1753, 953, 64, 2770
Azubuike, 862, 104.6, 6, 62, 2, 70
Azuras, 1692, 40.2, 2815, 2409, 228, 5452
Azver, 1400, 35.2, 615, 486, 44, 1145
azzaonnet, 1086, 37.4, 2249, 3725, 307, 6281
baalzebul, 1359, 29.6, 11094, 16938, 1295, 29327
BABASBABE, 1318, 33.5, 4733, 2040, 151, 6924
Babbel, 1918, 28.1, 4123, 2291, 359, 6773
babnik, 1081, 70.0, 293, 250, 9, 552
bacchist, 897, 127.7, 24, 98, 3, 125
BacchusFab, 1306, 144.5, 4, 8, 0, 12
Backlack, 1362, 28.2, 1899, 2681, 81, 4661
backnforth, 1774, 52.6, 15196, 18749, 2121, 36066
backtothefuture, 1498, 23.1, 6629, 7335, 516, 14480
badassninja, 1763, 81.1, 120, 151, 10, 281
BaDbOyHeRe, 1278, 25.6, 517, 472, 31, 1020
badbutch, 1055, 60.4, 997, 964, 84, 2045
badmovebruce, 1751, 49.4, 6310, 4626, 774, 11710
BADnessss, 1086, 126.8, 59, 85, 7, 151
BadPlayerdm, 993, 81.5, 100, 72, 7, 179
BadReligion, 1276, 23.6, 2247, 3574, 206, 6027
Badyl, 1633, 44.7, 292, 106, 12, 410
BaenreGHL, 1450, 60.3, 335, 311, 23, 669
bafflegab, 1730, 56.1, 485, 477, 46, 1008
Bage, 1513, 30.2, 10282, 10148, 1067, 21497
baggerbusta, 1230, 205.7, 2, 4, 0, 6
Bagins, 1404, 27.7, 1010, 1057, 77, 2144
bajobajo, 959, 44.1, 482, 304, 22, 808
bakaduran, 1736, 110.4, 253, 368, 30, 651
BAKERMANS, 1156, 28.7, 385, 420, 19, 824
bakeshake, 1583, 201.8, 10, 16, 0, 26
Bakshi, 1238, 33.9, 3115, 3313, 314, 6742
bakugan, 1674, 52.3, 1044, 696, 61, 1801
balassa, 1295, 25.4, 7144, 11501, 555, 19200
balazar, 1434, 29.2, 3460, 5173, 328, 8961
balbir, 1457, 23.5, 4342, 3750, 335, 8427
baldasso, 1565, 26.8, 975, 853, 28, 1856
baldi, 907, 117.9, 45, 172, 3, 220
baldyjon, 1184, 27.9, 6474, 9313, 1124, 16911
balkanboy, 1751, 33.7, 5904, 9979, 934, 16817
ballenero, 1189, 28.3, 1442, 2209, 99, 3750
balovzky, 925, 216.5, 14, 61, 0, 75
Balrog, 1707, 112.6, 265, 198, 52, 515
Balthazaroba, 902, 100.1, 25, 76, 6, 107
balthom, 1363, 27.7, 5872, 10421, 268, 16561
Bamgit, 1536, 54.0, 380, 531, 35, 946
Bancer, 1289, 50.8, 85, 95, 9, 189
Bandesz, 2158, 73.0, 6410, 2899, 379, 9688
bandoo, 1073, 57.0, 426, 634, 45, 1105
bandwagon, 880, 144.3, 187, 585, 18, 790
Bandya, 1223, 41.7, 117, 112, 3, 232
Banghede, 1306, 117.1, 25, 28, 2, 55
Bangthe, 995, 199.0, 7, 24, 1, 32
banihas, 1320, 54.2, 140, 100, 9, 249
bankanidhi, 1626, 68.1, 1368, 676, 60, 2104
Banning, 1155, 87.1, 68, 112, 1, 181
banshik, 1134, 41.4, 1654, 1571, 77, 3302
BanzaiWagner, 1345, 35.0, 401, 333, 44, 778
Barakman, 1051, 298.0, 0, 2, 0, 2
BarBacon, 1210, 135.9, 47, 49, 1, 97
Barbarevic, 1303, 35.8, 3223, 4510, 512, 8245
BarbarianBrain, 1165, 48.5, 3057, 4774, 295, 8126
barbary, 1770, 55.5, 2263, 2605, 116, 4984
barbitueight, 1372, 38.0, 1389, 726, 146, 2261
barbos, 1184, 31.1, 1034, 1298, 70, 2402
barbraid, 1057, 28.4, 673, 1025, 32, 1730
barchi, 1593, 236.2, 760, 579, 64, 1403
BarfGag, 1380, 68.4, 257, 148, 14, 419
Bariman, 1090, 135.7, 13, 68, 1, 82
Barkeeper, 938, 113.5, 7, 26, 0, 33
Barnaul, 1707, 87.9, 1033, 839, 100, 1972
BarnesEBB, 1484, 21.5, 4549, 4181, 251, 8981
baronic, 1510, 46.9, 66, 71, 4, 141
Barook, 1472, 39.3, 512, 432, 28, 972
barraabus, 1133, 93.2, 3680, 10215, 184, 14079
barracano, 1721, 31.1, 7897, 9224, 1235, 18356
barracoman, 2017, 118.7, 62, 10, 1, 73
barrar, 1199, 96.3, 3126, 5249, 199, 8574
barrigon, 1258, 37.0, 661, 825, 38, 1524
barriosgeb, 1412, 24.8, 171, 198, 6, 375
Barrone, 1196, 22.1, 335, 565, 12, 912
barrytaylor, 1055, 225.7, 0, 3, 0, 3
barrywelsh, 1316, 34.3, 1835, 1800, 86, 3721
bartab, 1086, 128.3, 41, 75, 0, 116
bartsimspon, 1241, 43.3, 263, 569, 16, 848
Barva, 1509, 29.1, 738, 852, 54, 1644
basald, 1832, 90.2, 3644, 4513, 408, 8565
basdoo, 1099, 63.3, 279, 313, 25, 617
basejump, 1455, 83.3, 1852, 1898, 230, 3980
Baseman, 1754, 42.4, 2253, 2135, 317, 4705
bashandash, 1654, 40.0, 32838, 20911, 1775, 55524
Basicmann, 1351, 37.7, 2301, 2221, 209, 4731
basilphoto, 954, 156.8, 82, 232, 6, 320
basketjerk, 916, 41.0, 191, 249, 10, 450
bassale, 1237, 36.5, 3690, 2221, 184, 6095
bassosoolo, 1616, 27.0, 6537, 5274, 634, 12445
bastardu, 1604, 31.6, 1052, 2455, 114, 3621
bastianh, 1459, 38.1, 1076, 1128, 176, 2380
basvdieren, 1143, 27.9, 1587, 1233, 157, 2977
Batangapo, 1752, 89.6, 2350, 2953, 199, 5502
batbrad, 1029, 32.0, 1123, 1548, 70, 2741
Batia, 1659, 39.1, 16007, 17838, 1327, 35172
batjko, 1517, 57.7, 1834, 2134, 159, 4127
Batmankp, 1075, 37.7, 2306, 2262, 77, 4645
batoutofhell, 1705, 29.9, 3659, 1234, 329, 5222
batoz, 1634, 350.0, 0, 1, 0, 1
battez, 1456, 50.2, 5082, 7109, 796, 12987
Battlecruiser, 2002, 166.1, 590, 562, 63, 1215
BATU, 1239, 83.0, 1743, 2203, 101, 4047
batyi, 1360, 112.5, 10245, 8421, 694, 19360
Bauernendspiel, 1644, 188.2, 3, 3, 0, 6
bauernfaenger, 1527, 77.9, 405, 534, 48, 987
bavaqua, 817, 85.1, 9, 38, 0, 47
bawdy, 1624, 32.2, 2489, 2936, 322, 5747
Baweja, 1423, 32.0, 1169, 993, 60, 2222
Bawss, 882, 150.1, 2, 13, 0, 15
Baylan, 1284, 138.1, 684, 928, 80, 1692
bayokyok, 1352, 26.8, 924, 1514, 48, 2486
bazak, 1546, 29.9, 19788, 24481, 1643, 45912
bazin, 1315, 34.3, 8174, 9952, 887, 19013
Bazirov, 1296, 25.6, 11057, 14640, 1173, 26870
bazziboy, 1190, 60.9, 1019, 1314, 65, 2398
BBBstock, 1466, 56.5, 1583, 1156, 127, 2866
BBendingR, 961, 45.3, 46, 138, 1, 185
bbezak, 1315, 36.1, 4075, 3902, 195, 8172
bboobboo, 1570, 63.1, 525, 697, 42, 1264
bborah, 1263, 37.9, 2428, 2802, 178, 5408
bbplayer, 1339, 281.9, 0, 1, 0, 1
bbqxpawn, 1328, 37.4, 3370, 4712, 215, 8297
bbrom, 1381, 31.2, 4550, 5100, 535, 10185
BCCANADA, 1083, 36.1, 386, 465, 10, 861
bcdsxsxsx, 1133, 41.6, 314, 505, 22, 841
bchamateur, 1360, 22.0, 5042, 6000, 491, 11533
BChannell, 1149, 51.7, 681, 681, 41, 1403
bcpftw, 1337, 43.8, 771, 502, 44, 1317
BDavies, 1215, 103.9, 71, 129, 3, 203
bdawg, 1027, 91.0, 2965, 2304, 142, 5411
BDDB, 1313, 46.7, 4824, 7864, 800, 13488
bddcdj, 1130, 34.0, 7272, 5354, 200, 12826
BDelaney, 1221, 44.6, 1413, 906, 91, 2410
Bdellovibrio, 1274, 87.0, 2271, 2565, 127, 4963
Bdgsurgeon, 1170, 47.3, 719, 765, 31, 1515
bdiller, 1825, 25.0, 26077, 32677, 2088, 60842
BDMCHESS, 1119, 54.4, 632, 879, 104, 1615
bdwyer, 1093, 60.0, 1532, 1694, 143, 3369
bdzim, 1197, 26.8, 602, 570, 49, 1221
Beakjerky, 540, 92.1, 39, 205, 2, 246
Beakov, 1394, 41.4, 4186, 4948, 344, 9478
